time_s,pos_x,pos_y,theta,lateral_error,angular_w,target_y
10.5500001,5.03177172829733,-0.0008538450520764299,-0.012191891068542985,-0.0003399647603467643,0.26174562924800243,0.0
10.5600001,5.036771318072153,-0.0009178925616586698,-0.012809852246624414,-0.00022861489437249585,0.03249050021479055,0.0
10.5700001,5.041771058362063,-0.0009688536590703132,-0.010192395954144388,-0.0018403616897132307,-0.4908854853610734,0.0
10.5800001,5.046770814945594,-0.0010181903131910948,-0.009867490951996483,-0.002023393377464178,-0.06300307983514092,0.0
10.5900001,5.051770269104537,-0.001092069353687494,-0.014776345805607216,-0.00038964627462156724,0.48856554575429695,0.0
10.6000001,5.056769675725174,-0.0011690981894078648,-0.015406376603958626,-0.0005778632379739135,-0.05877654195759957,0.0
10.6100001,5.061769399013793,-0.0012217008247352693,-0.010520721146415656,-0.0007701956175869324,-0.0607804963542534,0.0
10.6200001,5.06676909052078,-0.0012772421152637018,-0.011108486565991652,-0.0005378326147602419,0.0675575703889662,0.0
10.6300001,5.071768747345987,-0.001335822232659936,-0.011716291529534186,-0.001481848694508524,-0.28913221870251876,0.0
10.6400001,5.076768442605568,-0.001391024690266145,-0.011040715825644525,-0.0029194436687627594,-0.4429562669513217,0.0
10.6500001,5.081767957359209,-0.0014606826268246738,-0.013932038012669713,-0.003356104072803373,-0.14442253750339756,0.0
10.6600001,5.08676711451194,-0.0015524854715026212,-0.01836160068218293,-0.0004293165488471382,0.6555774624966024,0.0
10.6700001,5.091766133867133,-0.001651508127543891,-0.019805826057216907,0.0006042115712571953,0.3124752823163289,0.0
10.6800001,5.0967656949638975,-0.0017177564461969838,-0.013250051432250883,0.0020018456227182658,0.4272975979291942,0.0
10.6900001,5.101765438661907,-0.0017683820741947378,-0.010125298609087594,0.0008278849023248529,-0.34887667650872445,0.0
10.7000001,5.106765353037951,-0.0017976435203105202,-0.005852322629795652,0.0020538929966680947,0.37601800028964494,0.0
10.7100001,5.11176513489966,-0.0018443482880665318,-0.009341089394882898,0.0038995663485666306,0.5693002709638273,0.0
10.7200001,5.116765057033487,-0.0018722526901716302,-0.005580909391986449,0.004680581597355455,0.25302690102606906,0.0
10.7300001,5.121765057002075,-0.0018716922235845446,0.00011209331765182472,0.0044095876220154335,-0.0636598421139446,0.0
10.7400001,5.126765039546888,-0.0018584804273192948,0.0026423623279125154,0.0026776028306525774,-0.5088850260862465,0.0
10.7500001,5.13176502948917,-0.0018484516145099,0.0020057639067730696,0.001204954986714522,-0.4369745332345585,0.0
10.7600001,5.136765005725635,-0.0018638670218586626,-0.0030830863540893955,0.002381798770117225,0.36258033010127977,0.0
10.7700001,5.141764866864527,-0.0019011308353207113,-0.00745283168643498,0.001880415083275535,-0.14289344571940477,0.0
10.7800001,5.146764830249206,-0.0019202659305385084,-0.003827028385422182,0.003873649605197902,0.6134649549975018,0.0
10.7900001,5.151764761186502,-0.0019465456237544752,-0.00525596284261623,0.003487466252307919,-0.10190514085776314,0.0
10.8000001,5.156764759256276,-0.0019421521907830358,0.0008786867073587879,0.002425148604670046,-0.30899469987268174,0.0
10.8100001,5.161764759207021,-0.0019428540142868253,-0.00014036470121884343,0.0035380029068131265,0.3480083022701766,0.0
10.8200001,5.166764733119759,-0.0019590055446965485,-0.003230311699945661,0.004202490789598577,0.21615632799402953,0.0
10.8300001,5.171764732963795,-0.0019577566880957533,0.000249771322756105,0.00493167040760544,0.23848056703248052,0.0
10.8400001,5.176764718427465,-0.0019457000267662581,0.0024113346026964004,0.005171386988098777,0.09260052210039635,0.0
10.8500001,5.181764660920172,-0.0019217194173389049,0.004796140273021205,0.003973831375152328,-0.34337135838332544,0.0
10.8600001,5.186764579063023,-0.0018931088460017887,0.005722145494025169,0.004951570031904277,0.3131278771532017,0.0
10.8700001,5.191764565970726,-0.0018816666964377733,0.002288431910191915,0.0046692746579434525,-0.0660115135564735,0.0
10.8800001,5.1967644925377465,-0.0018545682756911188,0.005419710681723932,0.002742446596029324,-0.5670786321901212,0.0
10.8900001,5.201764435903479,-0.0018307703878124599,0.004759595546159197,0.0017533936707078504,-0.28970230291361065,0.0
10.9000001,5.206764433827808,-0.0018353263410607256,-0.000911190775742015,0.0031381984098077208,0.4279942153691919,0.0
10.9100001,5.211764397571621,-0.0018543673640613232,-0.0038082138048781216,0.003790877436559266,0.2109672177717006,0.0
10.9200001,5.216764397015302,-0.0018520087224047313,0.000471728348813798,0.005124178139451569,0.42048692342549726,0.0
10.9300001,5.221764380356239,-0.0018391017341066514,0.002581400526530804,0.0037138598944361444,-0.3795130765745028,0.0
10.9400001,5.2267642652230375,-0.0018051706457447765,0.006786269760785777,0.002518075089554294,-0.348663141106338,0.0
10.9500001,5.231764242855773,-0.0017902149730707785,0.0029911389950407494,0.0023643264426861437,-0.03666728828970045,0.0
10.9600001,5.236764242241991,-0.0017926924350495168,-0.0004954924160226306,0.002382473537875212,0.014974022708221263,0.0
10.9700001,5.241764240383668,-0.0017970032610100546,-0.000862165298919635,0.0020519433704610616,-0.09095127674240079,0.0
10.9800001,5.246764239114794,-0.001800565386067916,-0.0007124250718374224,0.0034013042826043383,0.4184134907734004,0.0
